loan_amnt,dti,emp_length,accepted
6000.0,34.8,6 years,1
11000.0,12.71,8 years,1
3000.0,10.66,3 years,1
18000.0,17.6,10+ years,1
2400.0,17.02,,1
21000.0,18.44,1 year,1
23450.0,28.42,9 years,1
9000.0,23.01,9 years,1
21000.0,7.75,2 years,1
15000.0,17.48,,1
17500.0,9.94,< 1 year,1
15000.0,23.58,10+ years,1
8000.0,7.27,1 year,1
10000.0,15.14,4 years,1
8500.0,13.12,10+ years,1
9500.0,18.22,3 years,1
21000.0,12.16,10+ years,1
15050.0,32.14,10+ years,1
20000.0,25.33,2 years,1
14000.0,30.14,6 years,1
5000.0,19.8,5 years,1
5500.0,17.97,< 1 year,1
25850.0,9.39,,1
17850.0,30.7,10+ years,1
33575.0,18.26,< 1 year,1
25000.0,12.67,10+ years,1
20400.0,9.69,10+ years,1
34075.0,15.01,,1
24000.0,31.67,10+ years,1
28000.0,13.29,6 years,1
20750.0,24.41,7 years,1
14575.0,32.06,8 years,1
4000.0,19.26,10+ years,1
7500.0,33.23,10+ years,1
28000.0,15.66,< 1 year,1
18200.0,28.1,8 years,1
35000.0,11.41,< 1 year,1
28000.0,9.05,10+ years,1
8000.0,30.33,9 years,1
23000.0,7.45,10+ years,1
5000.0,37.79,,1
20000.0,22.42,10+ years,1
5000.0,9.19,4 years,1
12000.0,27.9,8 years,1
9600.0,11.69,< 1 year,1
8175.0,28.15,3 years,1
16375.0,19.53,2 years,1
19200.0,24.86,3 years,1
15000.0,28.16,6 years,1
7000.0,1.01,10+ years,1
4600.0,20.7,10+ years,1
10000.0,22.74,10+ years,1
23000.0,20.98,2 years,1
30000.0,18.05,10+ years,1
13650.0,36.85,3 years,1
9600.0,16.96,2 years,1
16000.0,17.48,< 1 year,1
4000.0,16.51,8 years,1
5000.0,14.27,5 years,1
16000.0,23.35,3 years,1
30000.0,36.07,9 years,1
20000.0,14.45,8 years,1
23400.0,19.26,3 years,1
17850.0,30.23,10+ years,1
35000.0,18.78,9 years,1
25000.0,18.9,5 years,1
15000.0,18.88,6 years,1
3000.0,7.26,2 years,1
20250.0,17.54,9 years,1
28000.0,14.46,5 years,1
15000.0,31.5,1 year,1
3000.0,9.88,< 1 year,1
10000.0,16.15,9 years,1
17125.0,34.4,9 years,1
2500.0,25.16,9 years,1
12000.0,6.31,4 years,1
19200.0,15.39,7 years,1
30000.0,26.81,1 year,1
28000.0,4.59,5 years,1
15000.0,21.63,2 years,1
18650.0,18.36,4 years,1
18000.0,16.48,5 years,1
5000.0,27.3,1 year,1
24375.0,28.57,10+ years,1
2000.0,23.81,10+ years,1
20000.0,12.64,5 years,1
10000.0,6.56,1 year,1
28000.0,25.82,10+ years,1
8000.0,19.68,10+ years,1
11000.0,33.01,10+ years,1
19750.0,18.57,2 years,1
20000.0,24.93,2 years,1
6000.0,17.63,5 years,1
12000.0,18.38,10+ years,1
12000.0,11.9,4 years,1
8000.0,19.85,5 years,1
28000.0,10.42,7 years,1
15000.0,31.82,9 years,1
11000.0,23.6,7 years,1
24000.0,9.59,10+ years,1
1600.0,12.31,< 1 year,1
19000.0,9.3,5 years,1
12000.0,9.54,10+ years,1
16000.0,30.89,8 years,1
8975.0,18.83,5 years,1
5000.0,16.34,10+ years,1
7775.0,32.33,6 years,1
7200.0,7.4,1 year,1
12000.0,26.29,2 years,1
10000.0,11.86,1 year,1
22000.0,17.04,4 years,1
12000.0,12.69,< 1 year,1
35000.0,24.23,8 years,1
27600.0,11.54,8 years,1
9000.0,22.98,8 years,1
15000.0,27.23,,1
16000.0,7.38,10+ years,1
24000.0,19.19,10+ years,1
4800.0,31.44,10+ years,1
18000.0,9.21,6 years,1
16000.0,31.06,< 1 year,1
9000.0,8.45,1 year,1
1450.0,26.13,3 years,1
12000.0,7.67,10+ years,1
15000.0,16.14,9 years,1
32400.0,7.88,3 years,1
18000.0,10.99,5 years,1
12000.0,27.72,5 years,1
9225.0,11.4,< 1 year,1
3000.0,30.04,10+ years,1
12000.0,7.16,6 years,1
10000.0,14.46,,1
21000.0,10.07,5 years,1
5800.0,2.69,1 year,1
25000.0,11.9,10+ years,1
5000.0,23.2,10+ years,1
13825.0,21.76,5 years,1
3000.0,24.0,< 1 year,1
1000.0,9.97,< 1 year,1
10000.0,13.99,5 years,1
14400.0,21.0,10+ years,1
20000.0,12.89,5 years,1
17650.0,30.85,3 years,1
33600.0,21.84,10+ years,1
22100.0,28.91,1 year,1
35000.0,11.77,< 1 year,1
34500.0,19.54,10+ years,1
8500.0,21.08,10+ years,1
8000.0,7.72,5 years,1
15000.0,29.23,< 1 year,1
24000.0,9.35,< 1 year,1
24000.0,17.89,10+ years,1
5000.0,10.08,1 year,1
5000.0,25.93,3 years,1
28000.0,22.27,8 years,1
8000.0,23.9,4 years,1
35000.0,28.59,2 years,1
7000.0,14.55,3 years,1
25000.0,10.23,6 years,1
7750.0,17.68,4 years,1
24000.0,17.57,10+ years,1
1500.0,31.61,3 years,1
18000.0,18.76,8 years,1
23000.0,28.47,3 years,1
12600.0,23.43,8 years,1
35000.0,36.98,7 years,1
35000.0,12.26,< 1 year,1
10000.0,9.42,3 years,1
5600.0,29.52,9 years,1
7250.0,12.11,3 years,1
24000.0,16.87,10+ years,1
21000.0,29.94,10+ years,1
5300.0,15.79,1 year,1
15000.0,15.57,< 1 year,1
22000.0,22.54,< 1 year,1
7800.0,26.14,4 years,1
5000.0,29.15,5 years,1
20000.0,16.23,< 1 year,1
6550.0,999.0,,1
12000.0,15.03,10+ years,1
11200.0,24.66,3 years,1
4000.0,15.78,5 years,1
11200.0,36.62,10+ years,1
10000.0,10.03,2 years,1
22675.0,11.24,10+ years,1
8200.0,17.35,< 1 year,1
1200.0,3.71,10+ years,1
6000.0,17.9,3 years,1
8000.0,27.73,10+ years,1
20000.0,24.19,7 years,1
18000.0,15.06,10+ years,1
15000.0,25.21,10+ years,1
15000.0,19.43,,1
15400.0,25.0,10+ years,1
34625.0,25.54,< 1 year,1
11400.0,17.93,5 years,1
35000.0,6.47,2 years,1
12000.0,14.68,10+ years,1
9600.0,20.96,2 years,1
15925.0,31.5,6 years,1
25000.0,15.87,10+ years,1
20000.0,8.67,10+ years,1
24000.0,21.8,9 years,1
6000.0,32.45,9 years,1
15000.0,14.79,4 years,1
29000.0,23.94,,1
5000.0,26.98,4 years,1
8000.0,12.25,3 years,1
12000.0,15.48,8 years,1
20000.0,0.31,2 years,1
15000.0,14.96,5 years,1
6500.0,21.71,,1
20000.0,15.45,10+ years,1
2800.0,11.28,2 years,1
25075.0,34.69,10+ years,1
15000.0,6.31,,1
25000.0,30.24,10+ years,1
15000.0,11.21,10+ years,1
4000.0,26.0,2 years,1
20000.0,7.86,8 years,1
5000.0,15.27,10+ years,1
20000.0,14.14,6 years,1
7200.0,19.1,4 years,1
7200.0,4.02,,1
6000.0,5.3,,1
11000.0,19.32,1 year,1
29850.0,33.78,10+ years,1
5000.0,18.77,5 years,1
20000.0,18.63,6 years,1
2400.0,24.15,5 years,1
24000.0,18.74,10+ years,1
3000.0,9.77,< 1 year,1
25500.0,13.12,10+ years,1
6400.0,37.73,1 year,1
5000.0,16.75,6 years,1
17000.0,13.61,10+ years,1
28500.0,12.44,10+ years,1
27600.0,13.9,< 1 year,1
35000.0,17.16,10+ years,1
8500.0,20.34,5 years,1
27950.0,28.4,2 years,1
15000.0,15.36,6 years,1
9600.0,26.9,10+ years,1
5000.0,18.41,9 years,1
10000.0,12.38,8 years,1
25000.0,16.74,8 years,1
8000.0,20.16,4 years,1
12000.0,18.51,10+ years,1
4000.0,18.15,,1
10000.0,9.6,< 1 year,1
9375.0,16.13,2 years,1
35000.0,20.61,< 1 year,1
4000.0,21.74,10+ years,1
16275.0,38.75,10+ years,1
3600.0,21.35,< 1 year,1
12500.0,24.74,2 years,1
16000.0,15.7,8 years,1
21200.0,23.91,< 1 year,1
35000.0,24.68,< 1 year,1
9925.0,21.46,,1
4800.0,22.12,3 years,1
4000.0,11.35,10+ years,1
14000.0,11.74,5 years,1
3000.0,16.44,4 years,1
20000.0,11.52,5 years,1
18475.0,27.9,5 years,1
9600.0,6.23,8 years,1
5000.0,2.21,2 years,1
34600.0,20.52,1 year,1
10800.0,34.76,10+ years,1
10000.0,12.14,,1
18000.0,13.2,10+ years,1
20800.0,26.12,2 years,1
6000.0,24.36,10+ years,1
17625.0,18.86,8 years,1
16325.0,37.11,8 years,1
8800.0,21.36,1 year,1
9975.0,0.45,10+ years,1
1600.0,11.53,9 years,1
12000.0,4.66,< 1 year,1
29400.0,22.14,10+ years,1
5200.0,13.32,< 1 year,1
35000.0,11.57,10+ years,1
20000.0,4.58,10+ years,1
12000.0,21.49,< 1 year,1
8400.0,9.37,5 years,1
5000.0,19.7,10+ years,1
12950.0,9.67,10+ years,1
21125.0,27.44,6 years,1
4000.0,16.88,2 years,1
5000.0,27.64,2 years,1
6000.0,18.83,10+ years,1
2000.0,20.66,10+ years,1
10000.0,6.6,2 years,1
5600.0,20.92,6 years,1
20000.0,13.98,10+ years,1
15000.0,20.09,5 years,1
4800.0,5.57,,1
7000.0,28.88,5 years,1
7500.0,10.92,5 years,1
25000.0,23.49,1 year,1
1800.0,24.39,10+ years,1
30650.0,11.45,8 years,1
17000.0,23.88,10+ years,1
16000.0,8.36,10+ years,1
2500.0,28.72,,1
10000.0,37.37,,1
5700.0,28.32,< 1 year,1
24000.0,28.49,10+ years,1
35000.0,15.51,2 years,1
3000.0,9.12,10+ years,1
32000.0,35.35,4 years,1
3600.0,27.54,6 years,1
7000.0,12.19,5 years,1
12000.0,29.89,7 years,1
20000.0,18.75,6 years,1
30000.0,19.35,8 years,1
7200.0,36.11,10+ years,1
26750.0,30.83,6 years,1
8000.0,19.78,1 year,1
30000.0,16.58,8 years,1
12000.0,10.01,3 years,1
20000.0,13.06,10+ years,1
19275.0,29.62,10+ years,1
21000.0,11.49,2 years,1
3400.0,6.67,10+ years,1
30000.0,18.55,10+ years,1
10000.0,18.49,10+ years,1
14400.0,21.3,10+ years,1
18000.0,44.09,10+ years,1
9500.0,11.02,4 years,1
3600.0,21.64,2 years,1
10000.0,1.79,10+ years,1
25000.0,1.0,10+ years,1
35000.0,14.02,10+ years,1
9325.0,22.92,5 years,1
10000.0,28.38,4 years,1
15000.0,23.44,,1
3000.0,32.22,10+ years,1
35000.0,9.39,10+ years,1
7000.0,28.28,< 1 year,1
12000.0,31.56,9 years,1
24875.0,31.16,10+ years,1
3000.0,16.23,2 years,1
4350.0,26.15,,1
10825.0,10.83,1 year,1
3000.0,30.15,2 years,1
30000.0,29.28,7 years,1
7200.0,13.71,10+ years,1
4500.0,18.04,2 years,1
3750.0,35.96,3 years,1
5100.0,6.96,< 1 year,1
15000.0,9.71,10+ years,1
7000.0,10.6,10+ years,1
9900.0,13.94,2 years,1
13625.0,21.8,,1
24000.0,14.77,10+ years,1
15000.0,9.82,2 years,1
20000.0,19.45,10+ years,1
8000.0,13.34,3 years,1
13575.0,16.18,7 years,1
9600.0,3.08,10+ years,1
15000.0,24.87,10+ years,1
25000.0,14.03,2 years,1
8075.0,28.72,3 years,1
4000.0,12.76,7 years,1
12000.0,31.31,4 years,1
5000.0,24.58,10+ years,1
10000.0,38.81,10+ years,1
6000.0,34.83,3 years,1
30000.0,18.66,2 years,1
3600.0,16.66,10+ years,1
35000.0,15.2,,1
17025.0,34.55,1 year,1
8000.0,23.91,10+ years,1
11325.0,18.99,9 years,1
10000.0,23.74,4 years,1
21600.0,16.16,2 years,1
10950.0,14.64,,1
15000.0,9.11,10+ years,1
3000.0,8.54,3 years,1
35000.0,14.11,2 years,1
5400.0,25.07,8 years,1
3425.0,11.98,5 years,1
16000.0,24.45,10+ years,1
6725.0,19.44,,1
9325.0,31.63,10+ years,1
21000.0,16.72,3 years,1
24000.0,25.98,1 year,1
7000.0,15.72,10+ years,1
7050.0,34.72,4 years,1
9000.0,18.55,,1
6000.0,26.67,10+ years,1
4000.0,8.92,1 year,1
7000.0,28.4,,1
18225.0,34.04,9 years,1
9000.0,30.26,7 years,1
9600.0,22.26,10+ years,1
3950.0,18.04,3 years,1
7500.0,18.81,< 1 year,1
15000.0,26.3,3 years,1
1000.0,16.44,9 years,1
12000.0,31.81,1 year,1
20950.0,33.37,10+ years,1
12000.0,17.44,10+ years,1
14600.0,28.32,4 years,1
19825.0,24.98,2 years,1
8000.0,21.79,3 years,1
22800.0,32.31,4 years,1
5000.0,18.63,10+ years,1
12800.0,34.6,10+ years,1
3250.0,27.7,,1
27000.0,20.6,5 years,1
9600.0,35.68,< 1 year,1
5500.0,3.38,< 1 year,1
7725.0,17.85,2 years,1
5000.0,25.88,10+ years,1
6400.0,22.28,< 1 year,1
22000.0,19.11,7 years,1
23450.0,16.89,2 years,1
12000.0,9.78,10+ years,1
15000.0,33.58,8 years,1
35000.0,26.61,7 years,1
6000.0,6.71,< 1 year,1
28000.0,19.66,8 years,1
8000.0,11.46,1 year,1
14000.0,20.6,4 years,1
14800.0,32.39,9 years,1
16000.0,11.74,5 years,1
5000.0,13.68,3 years,1
20000.0,20.25,2 years,1
28100.0,22.38,10+ years,1
8000.0,21.22,10+ years,1
14400.0,11.25,5 years,1
12000.0,15.27,2 years,1
3600.0,20.89,10+ years,1
6000.0,2.11,< 1 year,1
15000.0,36.77,< 1 year,1
7500.0,14.09,2 years,1
6000.0,25.4,< 1 year,1
16000.0,10.19,10+ years,1
15000.0,29.05,< 1 year,1
10000.0,32.43,,1
12000.0,12.84,< 1 year,1
24000.0,16.32,10+ years,1
20250.0,10.82,4 years,1
9175.0,23.91,10+ years,1
12000.0,15.95,5 years,1
2200.0,15.95,10+ years,1
10000.0,17.52,2 years,1
15275.0,25.72,< 1 year,1
10000.0,3.05,10+ years,1
27500.0,37.6,10+ years,1
12000.0,17.02,2 years,1
25600.0,12.9,< 1 year,1
3000.0,22.56,1 year,1
16000.0,5.55,3 years,1
20000.0,38.72,10+ years,1
18000.0,27.51,8 years,1
26000.0,11.1,10+ years,1
35000.0,17.14,2 years,1
15300.0,19.49,10+ years,1
20000.0,12.88,10+ years,1
19050.0,38.12,10+ years,1
15000.0,20.48,,1
2550.0,10.99,5 years,1
27600.0,25.46,< 1 year,1
14250.0,37.25,2 years,1
32500.0,33.33,10+ years,1
7000.0,25.06,3 years,1
5000.0,15.09,7 years,1
28000.0,24.87,5 years,1
5000.0,27.35,1 year,1
27500.0,21.69,10+ years,1
10000.0,19.4,10+ years,1
12000.0,13.16,10+ years,1
12800.0,29.75,< 1 year,1
6025.0,9.45,9 years,1
21000.0,14.28,9 years,1
23100.0,39.99,10+ years,1
5450.0,37.59,3 years,1
7900.0,33.93,1 year,1
21000.0,21.54,1 year,1
7000.0,13.59,10+ years,1
25000.0,37.5,10+ years,1
8100.0,14.67,2 years,1
6700.0,18.46,2 years,1
30000.0,22.66,1 year,1
10000.0,5.72,2 years,1
9800.0,20.8,6 years,1
12000.0,15.44,10+ years,1
15000.0,36.21,10+ years,1
22000.0,21.43,10+ years,1
15000.0,23.85,2 years,1
25000.0,16.48,3 years,1
15000.0,9.37,6 years,1
24175.0,24.88,10+ years,1
15000.0,9.33,10+ years,1
15000.0,23.13,10+ years,1
6000.0,36.59,,1
8000.0,20.22,10+ years,1
16000.0,26.98,1 year,1
15675.0,30.71,9 years,1
10000.0,2.18,1 year,1
4400.0,18.38,2 years,1
10000.0,25.02,2 years,1
32400.0,34.27,,1
3500.0,13.5,10+ years,1
19775.0,7.4,5 years,1
2500.0,30.26,10+ years,1
15000.0,20.29,1 year,1
7500.0,16.03,< 1 year,1
3600.0,19.86,8 years,1
3000.0,12.53,10+ years,1
8000.0,37.76,10+ years,1
7200.0,26.14,5 years,1
35000.0,15.95,10+ years,1
2400.0,22.46,4 years,1
13800.0,21.2,< 1 year,1
3425.0,15.3,4 years,1
31275.0,18.12,2 years,1
10000.0,8.11,,1
28000.0,8.53,3 years,1
10000.0,7.41,,1
34500.0,24.98,10+ years,1
5000.0,27.24,10+ years,1
17300.0,33.06,,1
8000.0,31.09,2 years,1
23500.0,18.18,10+ years,1
18000.0,35.87,10+ years,1
9875.0,19.17,< 1 year,1
18725.0,24.07,10+ years,1
16000.0,17.09,2 years,1
21000.0,18.18,3 years,1
22800.0,27.57,3 years,1
12000.0,14.12,4 years,1
3000.0,22.47,10+ years,1
8400.0,16.39,10+ years,1
7000.0,7.27,10+ years,1
11325.0,32.23,3 years,1
12800.0,20.44,10+ years,1
10000.0,22.45,3 years,1
4625.0,19.44,10+ years,1
1000.0,16.78,10+ years,1
18000.0,10.93,3 years,1
7750.0,39.77,2 years,1
7200.0,18.77,6 years,1
15000.0,14.32,< 1 year,1
5000.0,34.18,< 1 year,1
20450.0,30.02,4 years,1
30000.0,13.08,10+ years,1
35000.0,16.33,5 years,1
8500.0,7.22,6 years,1
2000.0,12.85,10+ years,1
23000.0,17.77,7 years,1
10000.0,8.96,5 years,1
5475.0,36.34,,1
28000.0,22.55,2 years,1
7000.0,22.08,6 years,1
14400.0,15.05,10+ years,1
6000.0,26.97,2 years,1
10000.0,24.68,3 years,1
20000.0,16.24,3 years,1
7900.0,36.28,10+ years,1
10500.0,33.11,5 years,1
3375.0,14.64,3 years,1
20000.0,29.2,< 1 year,1
10000.0,20.29,10+ years,1
21000.0,17.8,3 years,1
25000.0,6.09,10+ years,1
9000.0,21.52,2 years,1
18000.0,26.04,1 year,1
7500.0,19.27,2 years,1
6500.0,22.7,10+ years,1
3000.0,22.34,10+ years,1
10000.0,30.72,8 years,1
15000.0,9.47,10+ years,1
7450.0,28.85,< 1 year,1
24000.0,23.05,< 1 year,1
8525.0,28.01,,1
12150.0,9.96,< 1 year,1
14000.0,15.09,10+ years,1
20000.0,20.28,1 year,1
2800.0,9.64,10+ years,1
14000.0,30.42,10+ years,1
12000.0,11.17,< 1 year,1
18000.0,32.74,6 years,1
15000.0,11.94,10+ years,1
6400.0,10.18,< 1 year,1
25000.0,23.88,6 years,1
14900.0,18.52,10+ years,1
35000.0,32.14,8 years,1
16000.0,17.3,5 years,1
11225.0,26.31,1 year,1
9000.0,24.73,6 years,1
8000.0,29.8,5 years,1
10900.0,29.0,9 years,1
10000.0,13.63,4 years,1
11500.0,11.64,10+ years,1
24000.0,28.09,,1
10000.0,30.54,5 years,1
11900.0,17.11,3 years,1
5000.0,7.04,8 years,1
4825.0,6.65,8 years,1
6000.0,11.36,2 years,1
19200.0,19.44,< 1 year,1
12000.0,10.5,10+ years,1
20000.0,25.94,10+ years,1
5000.0,7.51,3 years,1
5000.0,24.61,9 years,1
6000.0,29.71,4 years,1
28000.0,33.81,10+ years,1
30000.0,23.93,4 years,1
6000.0,16.65,7 years,1
2150.0,31.06,10+ years,1
22500.0,25.95,10+ years,1
25000.0,9.78,8 years,1
11275.0,20.78,10+ years,1
7500.0,13.03,< 1 year,1
6600.0,12.8,10+ years,1
7000.0,11.78,3 years,1
10000.0,20.1,< 1 year,1
10000.0,8.79,10+ years,1
3600.0,35.5,3 years,1
10000.0,6.03,10+ years,1
10000.0,23.71,5 years,1
10000.0,4.82,5 years,1
21000.0,19.99,1 year,1
24000.0,11.27,10+ years,1
10000.0,13.48,10+ years,1
16800.0,4.65,2 years,1
12000.0,11.67,< 1 year,1
7600.0,14.86,,1
4000.0,34.62,10+ years,1
5000.0,33.12,,1
16000.0,26.68,8 years,1
15000.0,20.75,3 years,1
16150.0,24.46,1 year,1
20000.0,20.29,10+ years,1
4800.0,34.32,10+ years,1
12600.0,25.04,7 years,1
15000.0,11.81,10+ years,1
12000.0,9.04,10+ years,1
24700.0,9.89,9 years,1
5000.0,15.15,10+ years,1
17975.0,35.58,5 years,1
30000.0,6.92,9 years,1
18000.0,31.64,10+ years,1
10000.0,2.43,2 years,1
14175.0,27.03,2 years,1
10000.0,21.95,10+ years,1
15000.0,20.8,6 years,1
9000.0,24.87,1 year,1
5000.0,28.96,2 years,1
8000.0,28.24,10+ years,1
24000.0,22.02,,1
12000.0,29.88,5 years,1
4500.0,14.98,3 years,1
11400.0,9.07,10+ years,1
13000.0,20.02,7 years,1
10000.0,12.46,2 years,1
24000.0,26.88,4 years,1
12000.0,21.03,10+ years,1
10000.0,1.81,10+ years,1
24000.0,30.92,10+ years,1
24000.0,22.29,8 years,1
17625.0,14.42,,1
17000.0,24.48,< 1 year,1
7000.0,24.37,,1
35000.0,0.9,1 year,1
15000.0,7.7,10+ years,1
9000.0,20.92,10+ years,1
11000.0,11.29,2 years,1
17600.0,17.82,,1
35000.0,25.38,6 years,1
14000.0,7.18,7 years,1
15000.0,26.4,4 years,1
10000.0,17.04,10+ years,1
20000.0,7.57,3 years,1
20000.0,2.51,6 years,1
14000.0,21.58,5 years,1
6000.0,20.27,1 year,1
27600.0,18.6,10+ years,1
7200.0,14.52,3 years,1
9600.0,9.25,4 years,1
9600.0,6.65,10+ years,1
13000.0,14.77,7 years,1
2100.0,7.94,10+ years,1
2400.0,34.58,,1
14000.0,16.88,4 years,1
2000.0,6.19,10+ years,1
9500.0,14.57,2 years,1
8000.0,18.77,6 years,1
8000.0,21.41,5 years,1
11500.0,19.81,10+ years,1
6000.0,25.93,,1
7000.0,34.25,,1
6000.0,17.67,2 years,1
10800.0,24.3,10+ years,1
16000.0,14.75,10+ years,1
8500.0,24.12,7 years,1
8000.0,31.64,2 years,1
6000.0,19.41,7 years,1
23000.0,34.42,10+ years,1
12000.0,11.17,10+ years,1
5000.0,18.43,10+ years,1
16650.0,29.4,10+ years,1
2000.0,13.41,10+ years,1
7950.0,20.49,,1
9000.0,25.83,10+ years,1
25000.0,10.62,3 years,1
8975.0,33.22,1 year,1
10000.0,4.52,5 years,1
5000.0,26.78,10+ years,1
9800.0,29.8,10+ years,1
3000.0,13.3,,1
15000.0,7.11,10+ years,1
15000.0,18.58,10+ years,1
21000.0,35.49,3 years,1
20000.0,22.0,10+ years,1
12000.0,12.25,4 years,1
10575.0,36.67,,1
7550.0,26.19,2 years,1
6000.0,3.74,3 years,1
25000.0,15.25,7 years,1
12000.0,19.24,10+ years,1
9600.0,23.19,7 years,1
9000.0,9.5,< 1 year,1
20000.0,25.71,4 years,1
6000.0,10.37,10+ years,1
8625.0,18.19,< 1 year,1
13625.0,36.53,10+ years,1
3825.0,21.0,< 1 year,1
25000.0,12.39,10+ years,1
9100.0,24.57,10+ years,1
1400.0,20.93,10+ years,1
10000.0,13.12,2 years,1
10000.0,37.6,3 years,1
3000.0,20.04,8 years,1
3600.0,6.73,9 years,1
35000.0,15.5,< 1 year,1
5600.0,33.14,4 years,1
6400.0,29.82,10+ years,1
8000.0,23.53,,1
9000.0,7.14,< 1 year,1
7700.0,13.2,3 years,1
29600.0,21.18,10+ years,1
24000.0,23.83,10+ years,1
7000.0,6.35,10+ years,1
20000.0,9.5,10+ years,1
3600.0,19.76,10+ years,1
9450.0,17.74,< 1 year,1
4500.0,31.25,3 years,1
4800.0,28.42,10+ years,1
12000.0,20.44,10+ years,1
7000.0,17.55,5 years,1
10000.0,23.23,9 years,1
24000.0,29.41,,1
12000.0,16.03,10+ years,1
6000.0,16.86,10+ years,1
5000.0,16.36,< 1 year,1
1600.0,15.73,< 1 year,1
7975.0,15.37,10+ years,1
16150.0,32.59,2 years,1
20000.0,34.95,10+ years,1
12350.0,34.16,10+ years,1
8000.0,28.83,10+ years,1
16000.0,14.58,9 years,1
35000.0,20.83,3 years,1
22925.0,31.89,6 years,1
14075.0,36.27,2 years,1
22750.0,9.95,4 years,1
16000.0,16.46,3 years,1
5000.0,35.7,10+ years,1
4400.0,36.25,1 year,1
12000.0,14.21,2 years,1
25000.0,16.37,10+ years,1
20000.0,13.02,10+ years,1
3700.0,33.02,1 year,1
1000.0,17.76,2 years,1
17500.0,32.3,10+ years,1
6000.0,10.44,< 1 year,1
4425.0,14.76,< 1 year,1
4000.0,5.92,10+ years,1
16000.0,20.87,3 years,1
15000.0,27.66,5 years,1
4450.0,28.47,,1
8000.0,13.0,2 years,1
35000.0,16.93,10+ years,1
2500.0,13.82,2 years,1
12000.0,15.52,10+ years,1
11200.0,24.52,,1
12000.0,13.31,5 years,1
28000.0,7.45,6 years,1
8000.0,21.2,8 years,1
5550.0,7.47,10+ years,1
13200.0,16.34,1 year,1
15000.0,27.3,10+ years,1
12775.0,26.68,< 1 year,1
10000.0,20.03,1 year,1
12000.0,11.01,10+ years,1
1000.0,31.78,2 years,1
20000.0,12.49,8 years,1
3600.0,23.71,,1
28000.0,18.87,10+ years,1
7000.0,22.05,10+ years,1
35000.0,16.31,10+ years,1
12325.0,31.32,10+ years,1
10000.0,12.96,10+ years,1
21850.0,15.27,8 years,1
15000.0,26.17,8 years,1
6450.0,15.88,,1
19000.0,30.45,1 year,1
8000.0,8.79,4 years,1
10950.0,22.44,5 years,1
5850.0,7.99,2 years,1
20000.0,10.45,10+ years,1
3000.0,13.9,8 years,1
10000.0,29.92,6 years,1
6000.0,32.5,3 years,1
10000.0,13.57,9 years,1
8400.0,13.6,2 years,1
10000.0,13.07,3 years,1
25975.0,35.8,9 years,1
6000.0,38.54,1 year,1
8000.0,11.25,10+ years,1
3600.0,12.54,10+ years,1
35000.0,6.43,7 years,1
8000.0,10.49,3 years,1
9500.0,14.61,1 year,1
2500.0,6.78,10+ years,1
10000.0,17.93,5 years,1
20000.0,17.27,10+ years,1
24000.0,20.37,10+ years,1
16000.0,14.72,6 years,1
16800.0,34.08,4 years,1
7325.0,16.23,3 years,1
5075.0,26.67,,1
33000.0,16.27,5 years,1
10000.0,16.21,5 years,1
32000.0,9.41,10+ years,1
33600.0,22.94,8 years,1
24000.0,16.25,10+ years,1
12800.0,19.46,3 years,1
8800.0,36.79,,1
20000.0,18.87,8 years,1
11000.0,15.47,10+ years,1
3600.0,1.59,10+ years,1
35000.0,34.0,10+ years,1
19200.0,12.51,7 years,1
10000.0,26.11,2 years,1
22000.0,17.74,3 years,1
9000.0,13.46,< 1 year,1
15000.0,8.02,< 1 year,1
6000.0,14.33,8 years,1
9000.0,17.55,3 years,1
10000.0,3.74,1 year,1
5000.0,33.99,< 1 year,1
6000.0,21.15,3 years,1
22575.0,39.5,7 years,1
5000.0,28.35,6 years,1
15000.0,11.63,10+ years,1
11400.0,36.04,10+ years,1
11400.0,24.43,7 years,1
16000.0,10.57,9 years,1
33000.0,29.63,10+ years,1
10000.0,3.89,10+ years,1
8400.0,39.63,10+ years,1
5000.0,7.67,10+ years,1
12000.0,17.93,2 years,1
16000.0,31.28,10+ years,1
10000.0,32.34,1 year,1
5500.0,13.86,10+ years,1
6000.0,18.04,< 1 year,1
9000.0,15.31,10+ years,1
5000.0,23.75,9 years,1
3600.0,23.16,4 years,1
25000.0,24.0,10+ years,1
4000.0,27.83,10+ years,1
18550.0,21.62,10+ years,1
7000.0,26.85,4 years,1
30000.0,13.89,10+ years,1
4750.0,29.64,,1
7425.0,25.69,< 1 year,1
3475.0,22.85,10+ years,1
15000.0,14.48,10+ years,1
10000.0,10.37,10+ years,1
23000.0,32.69,10+ years,1
6000.0,7.89,10+ years,1
25000.0,22.87,10+ years,1
19650.0,21.99,10+ years,1
20000.0,8.3,10+ years,1
9625.0,32.4,7 years,1
15000.0,23.87,9 years,1
23100.0,33.97,< 1 year,1
35000.0,8.39,1 year,1
6750.0,7.69,10+ years,1
20000.0,27.32,2 years,1
9800.0,12.18,2 years,1
3250.0,9.36,2 years,1
4800.0,20.36,10+ years,1
8000.0,15.21,3 years,1
7000.0,13.18,< 1 year,1
15000.0,10.78,8 years,1
35000.0,33.79,< 1 year,1
35000.0,22.16,8 years,1
24000.0,14.53,3 years,1
6300.0,10.8,5 years,1
15000.0,25.81,1 year,1
7000.0,7.35,1 year,1
5000.0,22.21,2 years,1
30000.0,17.01,< 1 year,1
