Year,Month,Region,Nationality,Visitors (1000s),Avg Stay (nights),Revenue (Million €)
2022,11,Carinthia,USA,34,5,13.686349206349206
2022,11,Carinthia,China,49,5,19.724444444444444
2022,11,Carinthia,Switzerland,65,5,26.165079365079364
2022,11,Carinthia,Italy,29,5,11.673650793650793
2022,11,Carinthia,France,56,5,22.54222222222222
2022,11,Carinthia,Other,29,5,11.673650793650793
2022,12,Carinthia,Germany,193,6,86.19603305785124
2022,12,Carinthia,Austria,41,6,18.311074380165287
2022,12,Carinthia,Netherlands,68,6,30.369586776859503
2022,12,Carinthia,UK,60,6,26.796694214876034
2022,12,Carinthia,USA,27,6,12.058512396694214
2022,12,Carinthia,China,52,6,23.22380165289256
2022,12,Carinthia,Switzerland,61,6,27.243305785123965
2022,12,Carinthia,Italy,28,6,12.505123966942147
2022,12,Carinthia,France,50,6,22.330578512396695
2022,12,Carinthia,Other,25,6,11.165289256198347
2022,1,Styria,Germany,230,3,48.18227215980025
2022,1,Styria,Austria,76,3,15.921098626716605
2022,1,Styria,Netherlands,87,3,18.22546816479401
2022,1,Styria,UK,85,3,17.806491885143572
2022,1,Styria,USA,35,3,7.332084893882648
2022,1,Styria,China,59,3,12.359800249687892
2022,1,Styria,Switzerland,90,3,18.853932584269664
2022,1,Styria,Italy,41,3,8.589013732833958
2022,1,Styria,France,53,3,11.10287141073658
2022,1,Styria,Other,45,3,9.426966292134832
2022,2,Styria,Germany,249,5,97.74409937888198
2022,2,Styria,Austria,93,5,36.50683229813664
2022,2,Styria,Netherlands,71,5,27.87080745341615
2022,2,Styria,UK,81,5,31.796273291925466
2022,2,Styria,USA,49,5,19.234782608695653
2022,2,Styria,China,74,5,29.048447204968944
2022,2,Styria,Switzerland,79,5,31.0111801242236
2022,2,Styria,Italy,38,5,14.916770186335405
2022,2,Styria,France,39,5,15.309316770186335
2022,2,Styria,Other,32,5,12.561490683229815
2022,3,Styria,Germany,222,2,85.86632782719185
2022,3,Styria,Austria,75,2,29.008894536213468
2022,3,Styria,Netherlands,79,2,30.55603557814485
2022,3,Styria,UK,78,2,30.169250317662005
2022,3,Styria,USA,43,2,16.631766200762385
2022,3,Styria,China,52,2,20.112833545108003
2022,3,Styria,Switzerland,88,2,34.03710292249047
2022,3,Styria,Italy,38,2,14.697839898348155
2022,3,Styria,France,73,2,28.235324015247777
2022,3,Styria,Other,39,2,15.084625158831003
2022,4,Styria,Germany,242,4,103.6648390941597
2022,4,Styria,Austria,102,4,43.69344457687723
2022,4,Styria,Netherlands,70,4,29.98569725864124
2022,4,Styria,UK,89,4,38.124672228843856
2022,4,Styria,USA,30,4,12.851013110846244
2022,4,Styria,China,56,4,23.98855780691299
2022,4,Styria,Switzerland,82,4,35.126102502979734
2022,4,Styria,Italy,44,4,18.848152562574494
2022,4,Styria,France,73,4,31.270798569725862
2022,4,Styria,Other,51,4,21.846722288438617
2022,5,Styria,Germany,233,5,64.7389896373057
2022,5,Styria,Austria,71,5,19.727331606217614
2022,5,Styria,Netherlands,92,5,25.56217616580311
2022,5,Styria,UK,80,5,22.227979274611396
2022,5,Styria,USA,37,5,10.28044041450777
2022,5,Styria,China,49,5,13.614637305699482
2022,5,Styria,Switzerland,74,5,20.56088082901554
2022,5,Styria,Italy,54,5,15.003886010362693
2022,5,Styria,France,48,5,13.336787564766839
2022,5,Styria,Other,34,5,9.446891191709843
2022,6,Styria,Germany,240,4,66.26865671641791
2022,6,Styria,Austria,86,4,23.746268656716417
2022,6,Styria,Netherlands,83,4,22.917910447761194
2022,6,Styria,UK,81,4,22.365671641791046
2022,6,Styria,USA,36,4,9.940298507462686
2022,6,Styria,China,62,4,17.119402985074625
2022,6,Styria,Switzerland,71,4,19.6044776119403
2022,6,Styria,Italy,33,4,9.111940298507463
2022,6,Styria,France,74,4,20.432835820895523
2022,6,Styria,Other,38,4,10.492537313432836
2022,7,Styria,Germany,210,4,55.90948275862069
2022,7,Styria,Austria,63,4,16.77284482758621
2022,7,Styria,Netherlands,65,4,17.305316091954023
2022,7,Styria,UK,76,4,20.233908045977014
2022,7,Styria,USA,35,4,9.318247126436782
2022,7,Styria,China,67,4,17.83778735632184
2022,7,Styria,Switzerland,68,4,18.10402298850575
2022,7,Styria,Italy,29,4,7.720833333333333
2022,7,Styria,France,50,4,13.311781609195402
2022,7,Styria,Other,33,4,8.785775862068965
2022,8,Styria,Germany,202,4,76.39527777777778
2022,8,Styria,Austria,80,4,30.255555555555556
2022,8,Styria,Netherlands,56,4,21.17888888888889
2022,8,Styria,UK,67,4,25.33902777777778
2022,8,Styria,USA,34,4,12.858611111111111
2022,8,Styria,China,70,4,26.47361111111111
2022,8,Styria,Switzerland,89,4,33.659305555555555
2022,8,Styria,Italy,35,4,13.236805555555556
2022,8,Styria,France,48,4,18.153333333333332
2022,8,Styria,Other,39,4,14.749583333333334
2022,9,Styria,Germany,251,6,81.56688227684346
2022,9,Styria,Austria,78,6,25.347477360931435
2022,9,Styria,Netherlands,80,6,25.997412677878398
2022,9,Styria,UK,70,6,22.747736093143594
2022,9,Styria,USA,29,6,9.424062095730918
2022,9,Styria,China,60,6,19.498059508408794
2022,9,Styria,Switzerland,84,6,27.297283311772315
2022,9,Styria,Italy,35,6,11.373868046571797
2022,9,Styria,France,53,6,17.223285899094435
2022,9,Styria,Other,33,6,10.723932729624838
2022,10,Styria,Germany,253,4,71.00424469413234
2022,10,Styria,Austria,74,4,20.768039950062423
2022,10,Styria,Netherlands,75,4,21.04868913857678
2022,10,Styria,UK,81,4,22.732584269662922
2022,10,Styria,USA,41,4,11.50661672908864
2022,10,Styria,China,56,4,15.716354556803998
2022,10,Styria,Switzerland,83,4,23.29388264669164
2022,10,Styria,Italy,28,4,7.858177278401999
2022,10,Styria,France,64,4,17.96154806491885
2022,10,Styria,Other,46,4,12.909862671660425
2022,11,Styria,Germany,205,5,101.1774193548387
2022,11,Styria,Austria,89,5,43.9258064516129
2022,11,Styria,Netherlands,78,5,38.49677419354838
2022,11,Styria,UK,77,5,38.00322580645161
2022,11,Styria,USA,28,5,13.819354838709677
2022,11,Styria,China,50,5,24.677419354838708
2022,11,Styria,Switzerland,64,5,31.587096774193544
2022,11,Styria,Italy,32,5,15.793548387096772
2022,11,Styria,France,52,5,25.664516129032254
2022,11,Styria,Other,38,5,18.75483870967742
2022,12,Styria,Germany,216,4,75.68804347826087
2022,12,Styria,Austria,88,4,30.83586956521739
2022,12,Styria,Netherlands,76,4,26.63097826086956
2022,12,Styria,UK,75,4,26.28057065217391
2022,12,Styria,USA,42,4,14.71711956521739
2022,12,Styria,China,54,4,18.922010869565216
2022,12,Styria,Switzerland,68,4,23.827717391304343
2022,12,Styria,Italy,40,4,14.016304347826086
2022,12,Styria,France,44,4,15.417934782608695
2022,12,Styria,Other,33,4,11.56345108695652
2023,1,Tyrol,Germany,404,5,199.838683127572
2023,1,Tyrol,Austria,129,5,63.80987654320988
2023,1,Tyrol,Netherlands,116,5,57.37942386831276
2023,1,Tyrol,UK,100,5,49.465020576131685
2023,1,Tyrol,USA,55,5,27.20576131687243
2023,1,Tyrol,China,58,5,28.68971193415638
2023,1,Tyrol,Switzerland,171,5,84.5851851851852
2023,1,Tyrol,Italy,64,5,31.65761316872428
2023,1,Tyrol,France,56,5,27.700411522633747
2023,1,Tyrol,Other,62,5,30.668312757201644
2023,2,Tyrol,Germany,477,5,137.93137393767705
2023,2,Tyrol,Austria,153,5,44.2421388101983
2023,2,Tyrol,Netherlands,170,5,49.15793201133145
2023,2,Tyrol,UK,97,5,28.04893767705383
2023,2,Tyrol,USA,68,5,19.66317280453258
2023,2,Tyrol,China,56,5,16.193201133144477
2023,2,Tyrol,Switzerland,174,5,50.31458923512748
2023,2,Tyrol,Italy,86,5,24.86813031161473
2023,2,Tyrol,France,50,5,14.458215297450426
2023,2,Tyrol,Other,81,5,23.42230878186969
2023,3,Tyrol,Germany,228,3,71.14658925979681
2023,3,Tyrol,Austria,69,3,21.531204644412192
2023,3,Tyrol,Netherlands,68,3,21.219158200290277
2023,3,Tyrol,UK,55,3,17.16255442670537
2023,3,Tyrol,USA,35,3,10.921625544267053
2023,3,Tyrol,China,31,3,9.67343976777939
2023,3,Tyrol,Switzerland,97,3,30.268505079825836
2023,3,Tyrol,Italy,38,3,11.857764876632801
2023,3,Tyrol,France,29,3,9.049346879535559
2023,3,Tyrol,Other,39,3,12.169811320754718
2023,4,Tyrol,Germany,219,2,57.888762214983714
2023,4,Tyrol,Austria,56,2,14.802605863192182
2023,4,Tyrol,Netherlands,65,2,17.181596091205215
2023,4,Tyrol,UK,49,2,12.95228013029316
2023,4,Tyrol,USA,38,2,10.044625407166125
2023,4,Tyrol,China,33,2,8.72296416938111
2023,4,Tyrol,Switzerland,60,2,15.859934853420198
2023,4,Tyrol,Italy,36,2,9.515960912052117
2023,4,Tyrol,France,23,2,6.079641693811076
2023,4,Tyrol,Other,35,2,9.251628664495115
2023,5,Tyrol,Germany,234,2,61.26545454545455
2023,5,Tyrol,Austria,52,2,13.614545454545455
2023,5,Tyrol,Netherlands,80,2,20.94545454545455
2023,5,Tyrol,UK,59,2,15.447272727272729
2023,5,Tyrol,USA,29,2,7.592727272727273
2023,5,Tyrol,China,39,2,10.210909090909091
2023,5,Tyrol,Switzerland,76,2,19.898181818181822
2023,5,Tyrol,Italy,27,2,7.069090909090909
2023,5,Tyrol,France,34,2,8.901818181818182
2023,5,Tyrol,Other,30,2,7.854545454545455
2023,6,Tyrol,Germany,271,3,87.44164305949009
2023,6,Tyrol,Austria,81,3,26.135694050991503
2023,6,Tyrol,Netherlands,65,3,20.973087818696886
2023,6,Tyrol,UK,41,3,13.229178470254958
2023,6,Tyrol,USA,33,3,10.647875354107649
2023,6,Tyrol,China,28,3,9.034560906515582
2023,6,Tyrol,Switzerland,91,3,29.362322946175638
2023,6,Tyrol,Italy,36,3,11.61586402266289
2023,6,Tyrol,France,28,3,9.034560906515582
2023,6,Tyrol,Other,32,3,10.325212464589237
2023,7,Tyrol,Germany,256,4,114.8502732240437
2023,7,Tyrol,Austria,76,4,34.09617486338798
2023,7,Tyrol,Netherlands,83,4,37.23661202185792
2023,7,Tyrol,UK,58,4,26.020765027322405
2023,7,Tyrol,USA,39,4,17.496721311475408
2023,7,Tyrol,China,22,4,9.869945355191255
2023,7,Tyrol,Switzerland,76,4,34.09617486338798
2023,7,Tyrol,Italy,42,4,18.84262295081967
2023,7,Tyrol,France,41,4,18.39398907103825
2023,7,Tyrol,Other,39,4,17.496721311475408
2023,8,Tyrol,Germany,222,4,66.770245398773
2023,8,Tyrol,Austria,71,4,21.354447852760735
2023,8,Tyrol,Netherlands,67,4,20.15138036809816
2023,8,Tyrol,UK,48,4,14.436809815950921
2023,8,Tyrol,USA,42,4,12.632208588957056
2023,8,Tyrol,China,29,4,8.722239263803681
2023,8,Tyrol,Switzerland,76,4,22.858282208588957
2023,8,Tyrol,Italy,31,4,9.323773006134969
2023,8,Tyrol,France,36,4,10.82760736196319
2023,8,Tyrol,Other,30,4,9.023006134969325
2023,9,Tyrol,Germany,242,6,61.73240740740741
2023,9,Tyrol,Austria,62,6,15.815740740740742
2023,9,Tyrol,Netherlands,54,6,13.775
2023,9,Tyrol,UK,54,6,13.775
2023,9,Tyrol,USA,34,6,8.673148148148147
2023,9,Tyrol,China,33,6,8.418055555555556
2023,9,Tyrol,Switzerland,83,6,21.172685185185188
2023,9,Tyrol,Italy,27,6,6.8875
2023,9,Tyrol,France,29,6,7.3976851851851855
2023,9,Tyrol,Other,30,6,7.652777777777778
2023,10,Tyrol,Germany,217,3,66.17274011299435
2023,10,Tyrol,Austria,76,3,23.175706214689264
2023,10,Tyrol,Netherlands,76,3,23.175706214689264
2023,10,Tyrol,UK,55,3,16.771892655367232
2023,10,Tyrol,USA,31,3,9.453248587570622
2023,10,Tyrol,China,36,3,10.977966101694916
2023,10,Tyrol,Switzerland,94,3,28.664689265536722
2023,10,Tyrol,Italy,44,3,13.417514124293787
2023,10,Tyrol,France,45,3,13.722457627118644
2023,10,Tyrol,Other,34,3,10.368079096045198
2023,11,Tyrol,Germany,228,4,75.22232558139535
2023,11,Tyrol,Austria,67,4,22.10480620155039
2023,11,Tyrol,Netherlands,65,4,21.44496124031008
2023,11,Tyrol,UK,47,4,15.506356589147288
2023,11,Tyrol,USA,27,4,8.907906976744187
2023,11,Tyrol,China,34,4,11.217364341085272
2023,11,Tyrol,Switzerland,87,4,28.703255813953493
2023,11,Tyrol,Italy,27,4,8.907906976744187
2023,11,Tyrol,France,27,4,8.907906976744187
2023,11,Tyrol,Other,36,4,11.877209302325582
2023,12,Tyrol,Germany,535,5,231.1856606136506
2023,12,Tyrol,Austria,161,5,69.57175954915466
2023,12,Tyrol,Netherlands,164,5,70.86812773951159
2023,12,Tyrol,UK,135,5,58.336568566061366
2023,12,Tyrol,USA,79,5,34.137695679398874
2023,12,Tyrol,China,84,5,36.29830932999374
2023,12,Tyrol,Switzerland,179,5,77.34996869129618
2023,12,Tyrol,Italy,83,5,35.866186599874766
2023,12,Tyrol,France,92,5,39.755291170945526
2023,12,Tyrol,Other,85,5,36.73043206011271
2023,1,Salzburg,Germany,415,5,194.01480384900074
2023,1,Salzburg,Austria,132,5,61.71073279052554
2023,1,Salzburg,Netherlands,144,5,67.32079940784604
2023,1,Salzburg,UK,116,5,54.23064396743153
2023,1,Salzburg,USA,70,5,32.72538860103627
2023,1,Salzburg,China,103,5,48.15307179866765
2023,1,Salzburg,Switzerland,121,5,56.568171724648415
2023,1,Salzburg,Italy,78,5,36.465433012583276
2023,1,Salzburg,France,92,5,43.01051073279053
2023,1,Salzburg,Other,80,5,37.40044411547002
2023,2,Salzburg,Germany,505,3,208.1780279975654
2023,2,Salzburg,Austria,163,3,67.19409616555082
2023,2,Salzburg,Netherlands,134,3,55.23931832014607
2023,2,Salzburg,UK,182,3,75.02653682288496
2023,2,Salzburg,USA,77,3,31.741996348143637
2023,2,Salzburg,China,127,3,52.35368228849665
2023,2,Salzburg,Switzerland,164,3,67.60632988435788
2023,2,Salzburg,Italy,81,3,33.39093122337188
2023,2,Salzburg,France,127,3,52.35368228849665
2023,2,Salzburg,Other,83,3,34.215398660986
2023,3,Salzburg,Germany,224,5,47.6314606741573
2023,3,Salzburg,Austria,68,5,14.459550561797753
2023,3,Salzburg,Netherlands,73,5,15.522752808988765
2023,3,Salzburg,UK,82,5,17.436516853932584
2023,3,Salzburg,USA,35,5,7.442415730337079
2023,3,Salzburg,China,57,5,12.120505617977528
2023,3,Salzburg,Switzerland,63,5,13.39634831460674
2023,3,Salzburg,Italy,41,5,8.718258426966292
2023,3,Salzburg,France,43,5,9.143539325842697
2023,3,Salzburg,Other,26,5,5.528651685393259
2023,4,Salzburg,Germany,207,4,54.50524137931035
2023,4,Salzburg,Austria,71,4,18.695034482758622
2023,4,Salzburg,Netherlands,58,4,15.272
2023,4,Salzburg,UK,95,4,25.014482758620694
2023,4,Salzburg,USA,43,4,11.322344827586207
2023,4,Salzburg,China,55,4,14.482068965517241
2023,4,Salzburg,Switzerland,71,4,18.695034482758622
2023,4,Salzburg,Italy,38,4,10.005793103448276
2023,4,Salzburg,France,47,4,12.375586206896552
2023,4,Salzburg,Other,40,4,10.532413793103448
2023,5,Salzburg,Germany,199,6,71.420245398773
2023,5,Salzburg,Austria,65,6,23.328220858895705
2023,5,Salzburg,Netherlands,61,6,21.892638036809817
2023,5,Salzburg,UK,55,6,19.73926380368098
2023,5,Salzburg,USA,39,6,13.996932515337424
2023,5,Salzburg,China,50,6,17.94478527607362
2023,5,Salzburg,Switzerland,62,6,22.25153374233129
2023,5,Salzburg,Italy,41,6,14.714723926380367
2023,5,Salzburg,France,51,6,18.303680981595093
2023,5,Salzburg,Other,29,6,10.4079754601227
2023,6,Salzburg,Germany,229,6,78.68528198074277
2023,6,Salzburg,Austria,64,6,21.990646492434664
2023,6,Salzburg,Netherlands,71,6,24.395873452544706
2023,6,Salzburg,UK,73,6,25.083081155433288
2023,6,Salzburg,USA,39,6,13.400550206327374
2023,6,Salzburg,China,58,6,19.92902338376891
2023,6,Salzburg,Switzerland,70,6,24.052269601100413
2023,6,Salzburg,Italy,36,6,12.369738651994497
2023,6,Salzburg,France,55,6,18.89821182943604
2023,6,Salzburg,Other,32,6,10.995323246217332
2023,7,Salzburg,Germany,192,5,62.355417956656346
2023,7,Salzburg,Austria,52,5,16.88792569659443
2023,7,Salzburg,Netherlands,65,5,21.109907120743035
2023,7,Salzburg,UK,81,5,26.3061919504644
2023,7,Salzburg,USA,37,5,12.016408668730651
2023,7,Salzburg,China,60,5,19.48606811145511
2023,7,Salzburg,Switzerland,58,5,18.83653250773994
2023,7,Salzburg,Italy,31,5,10.06780185758514
2023,7,Salzburg,France,40,5,12.990712074303406
2023,7,Salzburg,Other,30,5,9.743034055727556
2023,8,Salzburg,Germany,199,2,86.6930693069307
2023,8,Salzburg,Austria,54,2,23.524752475247524
2023,8,Salzburg,Netherlands,71,2,30.93069306930693
2023,8,Salzburg,UK,73,2,31.801980198019802
2023,8,Salzburg,USA,36,2,15.683168316831685
2023,8,Salzburg,China,65,2,28.316831683168317
2023,8,Salzburg,Switzerland,67,2,29.188118811881186
2023,8,Salzburg,Italy,46,2,20.03960396039604
2023,8,Salzburg,France,48,2,20.91089108910891
2023,8,Salzburg,Other,48,2,20.91089108910891
2023,9,Salzburg,Germany,235,4,63.78571428571429
2023,9,Salzburg,Austria,70,4,19.0
2023,9,Salzburg,Netherlands,66,4,17.914285714285715
2023,9,Salzburg,UK,71,4,19.271428571428572
2023,9,Salzburg,USA,37,4,10.042857142857144
2023,9,Salzburg,China,54,4,14.657142857142857
2023,9,Salzburg,Switzerland,56,4,15.200000000000001
2023,9,Salzburg,Italy,34,4,9.228571428571428
2023,9,Salzburg,France,50,4,13.571428571428573
2023,9,Salzburg,Other,41,4,11.128571428571428
2023,10,Salzburg,Germany,206,2,61.97887120115774
2023,10,Salzburg,Austria,65,2,19.55643994211288
2023,10,Salzburg,Netherlands,64,2,19.255571635311142
2023,10,Salzburg,UK,69,2,20.759913169319827
2023,10,Salzburg,USA,27,2,8.123444283646888
2023,10,Salzburg,China,64,2,19.255571635311142
2023,10,Salzburg,Switzerland,76,2,22.865991316931982
2023,10,Salzburg,Italy,35,2,10.530390738060781
2023,10,Salzburg,France,57,2,17.149493487698987
2023,10,Salzburg,Other,28,2,8.424312590448626
2023,11,Salzburg,Germany,171,3,68.45066666666666
2023,11,Salzburg,Austria,69,3,27.620444444444445
2023,11,Salzburg,Netherlands,86,3,34.425481481481484
2023,11,Salzburg,UK,74,3,29.621925925925925
2023,11,Salzburg,USA,32,3,12.80948148148148
2023,11,Salzburg,China,48,3,19.214222222222222
2023,11,Salzburg,Switzerland,79,3,31.623407407407406
2023,11,Salzburg,Italy,28,3,11.208296296296295
2023,11,Salzburg,France,51,3,20.41511111111111
2023,11,Salzburg,Other,37,3,14.810962962962963
2023,12,Salzburg,Germany,482,3,230.68855721393035
2023,12,Salzburg,Austria,154,3,73.70547263681591
2023,12,Salzburg,Netherlands,147,3,70.35522388059702
2023,12,Salzburg,UK,170,3,81.363184079602
2023,12,Salzburg,USA,82,3,39.245771144278606
2023,12,Salzburg,China,132,3,63.17611940298508
2023,12,Salzburg,Switzerland,159,3,76.09850746268657
2023,12,Salzburg,Italy,80,3,38.28855721393035
2023,12,Salzburg,France,120,3,57.43283582089552
2023,12,Salzburg,Other,82,3,39.245771144278606
2023,1,Vienna,Germany,162,3,46.93412816691505
2023,1,Vienna,Austria,111,3,32.1585692995529
2023,1,Vienna,Netherlands,45,3,13.03725782414307
2023,1,Vienna,UK,62,3,17.962444113263786
2023,1,Vienna,USA,54,3,15.644709388971684
2023,1,Vienna,China,79,3,22.887630402384502
2023,1,Vienna,Switzerland,30,3,8.691505216095381
2023,1,Vienna,Italy,31,3,8.981222056631893
2023,1,Vienna,France,61,3,17.672727272727276
2023,1,Vienna,Other,36,3,10.429806259314457
2023,2,Vienna,Germany,132,1,44.77206132879046
2023,2,Vienna,Austria,96,1,32.56149914821124
2023,2,Vienna,Netherlands,42,1,14.245655877342418
2023,2,Vienna,UK,53,1,17.976660988074958
2023,2,Vienna,USA,42,1,14.245655877342418
2023,2,Vienna,China,71,1,24.081942078364563
2023,2,Vienna,Switzerland,25,1,8.479557069846678
2023,2,Vienna,Italy,33,1,11.193015332197614
2023,2,Vienna,France,63,1,21.36848381601363
2023,2,Vienna,Other,30,1,10.175468483816013
2023,3,Vienna,Germany,156,1,63.58141135972462
2023,3,Vienna,Austria,78,1,31.79070567986231
2023,3,Vienna,Netherlands,44,1,17.933218588640276
2023,3,Vienna,UK,47,1,19.155938037865752
2023,3,Vienna,USA,43,1,17.52564543889845
2023,3,Vienna,China,78,1,31.79070567986231
2023,3,Vienna,Switzerland,23,1,9.374182444061963
2023,3,Vienna,Italy,19,1,7.743889845094666
2023,3,Vienna,France,56,1,22.82409638554217
2023,3,Vienna,Other,37,1,15.080206540447506
2023,4,Vienna,Germany,175,3,76.02205882352939
2023,4,Vienna,Austria,90,3,39.09705882352941
2023,4,Vienna,Netherlands,52,3,22.589411764705883
2023,4,Vienna,UK,75,3,32.580882352941174
2023,4,Vienna,USA,46,3,19.982941176470586
2023,4,Vienna,China,93,3,40.40029411764706
2023,4,Vienna,Switzerland,33,3,14.335588235294116
2023,4,Vienna,Italy,38,3,16.50764705882353
2023,4,Vienna,France,48,3,20.851764705882353
2023,4,Vienna,Other,30,3,13.03235294117647
2023,5,Vienna,Germany,173,1,57.351366906474816
2023,5,Vienna,Austria,111,1,36.79769784172662
2023,5,Vienna,Netherlands,58,1,19.22762589928058
2023,5,Vienna,UK,68,1,22.542733812949642
2023,5,Vienna,USA,39,1,12.928920863309353
2023,5,Vienna,China,85,1,28.17841726618705
2023,5,Vienna,Switzerland,35,1,11.602877697841727
2023,5,Vienna,Italy,35,1,11.602877697841727
2023,5,Vienna,France,59,1,19.559136690647485
2023,5,Vienna,Other,32,1,10.608345323741007
2023,6,Vienna,Germany,272,3,61.853846153846156
2023,6,Vienna,Austria,156,3,35.475
2023,6,Vienna,Netherlands,80,3,18.192307692307693
2023,6,Vienna,UK,96,3,21.83076923076923
2023,6,Vienna,USA,93,3,21.148557692307694
2023,6,Vienna,China,107,3,24.332211538461536
2023,6,Vienna,Switzerland,51,3,11.597596153846153
2023,6,Vienna,Italy,48,3,10.915384615384616
2023,6,Vienna,France,88,3,20.011538461538464
2023,6,Vienna,Other,49,3,11.142788461538462
2023,7,Vienna,Germany,340,3,167.78199834847234
2023,7,Vienna,Austria,168,3,82.90404624277456
2023,7,Vienna,Netherlands,114,3,56.25631709331132
2023,7,Vienna,UK,118,3,58.23022295623452
2023,7,Vienna,USA,101,3,49.841123038810906
2023,7,Vienna,China,114,3,56.25631709331132
2023,7,Vienna,Switzerland,56,3,27.634682080924854
2023,7,Vienna,Italy,63,3,31.089017341040464
2023,7,Vienna,France,84,3,41.45202312138728
2023,7,Vienna,Other,53,3,26.15425268373245
2023,8,Vienna,Germany,315,1,128.23783783783784
2023,8,Vienna,Austria,194,1,78.97822393822395
2023,8,Vienna,Netherlands,113,1,46.00277992277992
2023,8,Vienna,UK,121,1,49.2596138996139
2023,8,Vienna,USA,114,1,46.40988416988417
2023,8,Vienna,China,153,1,62.28694980694981
2023,8,Vienna,Switzerland,68,1,27.683088803088808
2023,8,Vienna,Italy,70,1,28.4972972972973
2023,8,Vienna,France,80,1,32.56833976833977
2023,8,Vienna,Other,67,1,27.275984555984557
2023,9,Vienna,Germany,166,3,35.19739837398374
2023,9,Vienna,Austria,108,3,22.89951219512195
2023,9,Vienna,Netherlands,44,3,9.329430894308944
2023,9,Vienna,UK,53,3,11.237723577235773
2023,9,Vienna,USA,43,3,9.11739837398374
2023,9,Vienna,China,65,3,13.782113821138212
2023,9,Vienna,Switzerland,34,3,7.2091056910569105
2023,9,Vienna,Italy,32,3,6.785040650406504
2023,9,Vienna,France,46,3,9.75349593495935
2023,9,Vienna,Other,24,3,5.088780487804878
2023,10,Vienna,Germany,150,1,33.930348258706466
2023,10,Vienna,Austria,82,1,18.5485903814262
2023,10,Vienna,Netherlands,53,1,11.98872305140962
2023,10,Vienna,UK,61,1,13.798341625207296
2023,10,Vienna,USA,47,1,10.631509121061361
2023,10,Vienna,China,75,1,16.965174129353233
2023,10,Vienna,Switzerland,27,1,6.107462686567164
2023,10,Vienna,Italy,36,1,8.143283582089552
2023,10,Vienna,France,44,1,9.952902155887232
2023,10,Vienna,Other,28,1,6.333665008291874
2023,11,Vienna,Germany,167,3,51.5
2023,11,Vienna,Austria,101,3,31.146706586826348
2023,11,Vienna,Netherlands,55,3,16.961077844311376
2023,11,Vienna,UK,63,3,19.428143712574848
2023,11,Vienna,USA,44,3,13.568862275449103
2023,11,Vienna,China,63,3,19.428143712574848
2023,11,Vienna,Switzerland,39,3,12.02694610778443
2023,11,Vienna,Italy,37,3,11.410179640718562
2023,11,Vienna,France,70,3,21.586826347305387
2023,11,Vienna,Other,29,3,8.94311377245509
2023,12,Vienna,Germany,172,2,36.727058823529404
2023,12,Vienna,Austria,106,2,22.634117647058822
2023,12,Vienna,Netherlands,54,2,11.530588235294116
2023,12,Vienna,UK,66,2,14.092941176470587
2023,12,Vienna,USA,38,2,8.114117647058823
2023,12,Vienna,China,87,2,18.57705882352941
2023,12,Vienna,Switzerland,31,2,6.619411764705881
2023,12,Vienna,Italy,39,2,8.327647058823528
2023,12,Vienna,France,57,2,12.171176470588234
2023,12,Vienna,Other,30,2,6.405882352941177
2023,1,Carinthia,Germany,202,2,94.32372881355933
2023,1,Carinthia,Austria,67,2,31.285593220338985
2023,1,Carinthia,Netherlands,74,2,34.554237288135596
2023,1,Carinthia,UK,84,2,39.223728813559326
2023,1,Carinthia,USA,34,2,15.876271186440679
2023,1,Carinthia,China,54,2,25.21525423728814
2023,1,Carinthia,Switzerland,69,2,32.219491525423734
2023,1,Carinthia,Italy,41,2,19.14491525423729
2023,1,Carinthia,France,49,2,22.880508474576274
2023,1,Carinthia,Other,34,2,15.876271186440679
2023,2,Carinthia,Germany,185,5,75.93161764705883
2023,2,Carinthia,Austria,67,5,27.499558823529412
2023,2,Carinthia,Netherlands,80,5,32.83529411764706
2023,2,Carinthia,UK,62,5,25.447352941176472
2023,2,Carinthia,USA,43,5,17.648970588235294
2023,2,Carinthia,China,63,5,25.85779411764706
2023,2,Carinthia,Switzerland,71,5,29.141323529411768
2023,2,Carinthia,Italy,35,5,14.365441176470588
2023,2,Carinthia,France,46,5,18.880294117647058
2023,2,Carinthia,Other,28,5,11.492352941176472
2023,3,Carinthia,Germany,230,6,108.10943912448703
2023,3,Carinthia,Austria,75,6,35.2530779753762
2023,3,Carinthia,Netherlands,64,6,30.08262653898769
2023,3,Carinthia,UK,75,6,35.2530779753762
2023,3,Carinthia,USA,42,6,19.74172366621067
2023,3,Carinthia,China,49,6,23.03201094391245
2023,3,Carinthia,Switzerland,70,6,32.902872777017784
2023,3,Carinthia,Italy,39,6,18.331600547195624
2023,3,Carinthia,France,48,6,22.56196990424077
2023,3,Carinthia,Other,39,6,18.331600547195624
2023,4,Carinthia,Germany,199,6,96.98499210110585
2023,4,Carinthia,Austria,57,6,27.77962085308057
2023,4,Carinthia,Netherlands,65,6,31.67851500789889
2023,4,Carinthia,UK,69,6,33.627962085308056
2023,4,Carinthia,USA,30,6,14.62085308056872
2023,4,Carinthia,China,48,6,23.393364928909953
2023,4,Carinthia,Switzerland,69,6,33.627962085308056
2023,4,Carinthia,Italy,26,6,12.671406003159557
2023,4,Carinthia,France,42,6,20.46919431279621
2023,4,Carinthia,Other,28,6,13.64612954186414
2023,5,Carinthia,Germany,202,6,82.50290697674419
